Calcul de l'oscillateur harmonique 1D pour n=2
2.03857e-20
2.24844e-20
2.47967e-20
2.73439e-20
3.01497e-20
3.324e-20
3.66433e-20
4.0391e-20
4.45173e-20
4.90603e-20
5.40613e-20
5.9566e-20
6.56245e-20
7.22918e-20
7.96284e-20
8.77005e-20
9.65811e-20
1.0635e-19
1.17095e-19
1.28913e-19
1.41909e-19
1.56198e-19
1.7191e-19
1.89182e-19
2.08168e-19
2.29037e-19
2.51971e-19
2.77174e-19
3.04867e-19
3.35292e-19
3.68716e-19
4.0543e-19
4.45754e-19
4.90039e-19
5.38669e-19
5.92063e-19
6.50684e-19
7.15035e-19
7.85671e-19
8.63196e-19
9.48274e-19
1.04163e-18
1.14406e-18
1.25643e-18
1.37971e-18
1.51492e-18
1.66321e-18
1.82583e-18
2.00414e-18
2.19964e-18
2.41397e-18
2.64891e-18
2.90642e-18
3.18864e-18
3.4979e-18
3.83676e-18
4.20802e-18
4.61473e-18
5.06024e-18
5.54818e-18
6.08255e-18
6.66771e-18
7.30841e-18
8.00986e-18
8.77773e-18
9.61823e-18
1.05381e-17
1.15448e-17
1.26464e-17
1.38517e-17
1.51702e-17
1.66126e-17
1.81903e-17
1.99157e-17
2.18026e-17
2.38658e-17
2.61216e-17
2.85877e-17
3.12834e-17
3.42297e-17
3.74497e-17
4.09684e-17
4.48132e-17
4.90137e-17
5.36025e-17
5.86148e-17
6.40893e-17
7.00679e-17
7.65964e-17
8.37246e-17
9.15068e-17
1.00002e-16
1.09275e-16
1.19395e-16
1.30439e-16
1.4249e-16
1.55639e-16
1.69983e-16
1.85631e-16
2.02698e-16
2.21311e-16
2.41609e-16
2.63742e-16
2.87872e-16
3.14178e-16
3.42853e-16
3.74106e-16
4.08166e-16
4.45282e-16
4.85723e-16
5.29782e-16
5.77779e-16
6.30059e-16
6.86999e-16
7.49008e-16
8.1653e-16
8.90048e-16
9.70085e-16
1.05721e-15
1.15204e-15
1.25525e-15
1.36757e-15
1.48978e-15
1.62275e-15
1.76741e-15
1.92476e-15
2.0959e-15
2.28203e-15
2.48443e-15
2.70451e-15
2.94378e-15
3.20388e-15
3.48661e-15
3.7939e-15
4.12785e-15
4.49073e-15
4.88501e-15
5.31336e-15
5.77868e-15
6.2841e-15
6.83302e-15
7.42913e-15
8.07641e-15
8.77919e-15
9.54214e-15
1.03703e-14
1.12692e-14
1.22448e-14
1.33034e-14
1.44521e-14
1.56983e-14
1.70503e-14
1.85168e-14
2.01073e-14
2.18323e-14
2.37027e-14
2.57308e-14
2.79295e-14
3.0313e-14
3.28964e-14
3.56964e-14
3.87307e-14
4.20187e-14
4.5581e-14
4.94403e-14
5.36208e-14
5.81487e-14
6.30526e-14
6.8363e-14
7.41129e-14
8.03383e-14
8.70775e-14
9.43724e-14
1.02268e-13
1.10812e-13
1.20058e-13
1.30063e-13
1.40886e-13
1.52594e-13
1.65258e-13
1.78955e-13
1.93767e-13
2.09783e-13
2.271e-13
2.4582e-13
2.66057e-13
2.8793e-13
3.11568e-13
3.37113e-13
3.64714e-13
3.94535e-13
4.2675e-13
4.61547e-13
4.9913e-13
5.39718e-13
5.83546e-13
6.30869e-13
6.81958e-13
7.37108e-13
7.96636e-13
8.60883e-13
9.30215e-13
1.00503e-12
1.08574e-12
1.17282e-12
1.26675e-12
1.36806e-12
1.47733e-12
1.59515e-12
1.72219e-12
1.85916e-12
2.00681e-12
2.16597e-12
2.33751e-12
2.52237e-12
2.72157e-12
2.9362e-12
3.16742e-12
3.4165e-12
3.68479e-12
3.97374e-12
4.28489e-12
4.61994e-12
4.98067e-12
5.36901e-12
5.78702e-12
6.23694e-12
6.72114e-12
7.24218e-12
7.80281e-12
8.40596e-12
9.0548e-12
9.75272e-12
1.05033e-11
1.13106e-11
1.21785e-11
1.31118e-11
1.41151e-11
1.51936e-11
1.63528e-11
1.75986e-11
1.89374e-11
2.03759e-11
2.19214e-11
2.35817e-11
2.5365e-11
2.72805e-11
2.93375e-11
3.15464e-11
3.39181e-11
3.64642e-11
3.91975e-11
4.21313e-11
4.52799e-11
4.86588e-11
5.22844e-11
5.61743e-11
6.03474e-11
6.48237e-11
6.96249e-11
7.47739e-11
8.02953e-11
8.62155e-11
9.25626e-11
9.93666e-11
1.0666e-10
1.14476e-10
1.22853e-10
1.31828e-10
1.41445e-10
1.51748e-10
1.62784e-10
1.74604e-10
1.87264e-10
2.0082e-10
2.15335e-10
2.30876e-10
2.47512e-10
2.6532e-10
2.84379e-10
3.04775e-10
3.266e-10
3.49952e-10
3.74934e-10
4.01658e-10
4.30242e-10
4.60812e-10
4.93503e-10
5.28458e-10
5.6583e-10
6.05782e-10
6.48487e-10
6.9413e-10
7.42908e-10
7.95031e-10
8.50723e-10
9.10221e-10
9.73778e-10
1.04166e-09
1.11417e-09
1.19159e-09
1.27427e-09
1.36253e-09
1.45676e-09
1.55734e-09
1.6647e-09
1.77927e-09
1.90152e-09
2.03196e-09
2.17113e-09
2.31958e-09
2.47793e-09
2.64681e-09
2.8269e-09
3.01893e-09
3.22367e-09
3.44193e-09
3.67459e-09
3.92256e-09
4.18683e-09
4.46844e-09
4.76848e-09
5.08815e-09
5.42867e-09
5.79138e-09
6.17768e-09
6.58906e-09
7.02709e-09
7.49346e-09
7.98994e-09
8.51843e-09
9.08092e-09
9.67954e-09
1.03165e-08
1.09943e-08
1.17154e-08
1.24824e-08
1.32983e-08
1.4166e-08
1.50888e-08
1.607e-08
1.71132e-08
1.82222e-08
1.9401e-08
2.0654e-08
2.19855e-08
2.34004e-08
2.49038e-08
2.6501e-08
2.81977e-08
2.99998e-08
3.19137e-08
3.39462e-08
3.61044e-08
3.83957e-08
4.08281e-08
4.34101e-08
4.61505e-08
4.90588e-08
5.21448e-08
5.54191e-08
5.88929e-08
6.25778e-08
6.64863e-08
7.06314e-08
7.50271e-08
7.9688e-08
8.46295e-08
8.98679e-08
9.54206e-08
1.01306e-07
1.07542e-07
1.14151e-07
